Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
1993-04-15,24.77853775024414,44.9375,45.03125,44.75,44.90625,148600
1993-04-16,24.77853775024414,44.9375,45.03125,44.875,44.96875,47900
1993-04-19,24.675146102905273,44.75,45.0625,44.71875,44.9375,157000
1993-04-20,24.55454444885254,44.53125,44.75,44.25,44.6875,279500
1993-04-21,24.53730583190918,44.5,44.625,44.375,44.625,67900
1993-04-22,24.22714614868164,43.9375,44.6875,43.9375,44.3125,97700
1993-04-23,24.123760223388672,43.75,43.96875,43.6875,43.84375,106000
1993-04-26,23.9342098236084,43.40625,43.9375,43.28125,43.78125,62600
1993-04-27,24.192686080932617,43.875,43.875,43.34375,43.34375,156800
1993-04-28,24.1409854888916,43.78125,43.90625,43.71875,43.8125,85900
1993-04-29,24.24437713623047,43.96875,43.96875,43.625,43.875,85000
1993-04-30,24.278827667236328,44.03125,44.28125,44.03125,44.125,88500
1993-05-03,24.433917999267578,44.3125,44.3125,43.90625,44.09375,80500
1993-05-04,24.520078659057617,44.46875,44.625,44.34375,44.40625,149100
1993-05-05,24.588991165161133,44.59375,44.75,44.46875,44.46875,109000
1993-05-06,24.502845764160156,44.4375,44.5625,44.40625,44.53125,54700
1993-05-07,24.45115089416504,44.34375,44.46875,44.28125,44.46875,68000
1993-05-10,24.502845764160156,44.4375,44.6875,44.40625,44.40625,113900
1993-05-11,24.60624122619629,44.625,44.625,44.3125,44.4375,42600
1993-05-12,24.5717716217041,44.5625,44.59375,44.4375,44.4375,31000
1993-05-13,24.278827667236328,44.03125,44.375,44.0,44.375,129100
1993-05-14,24.261598587036133,44.0,44.15625,43.96875,44.03125,63500
1993-05-17,24.34775161743164,44.15625,44.15625,43.9375,44.125,34000
1993-05-18,24.330541610717773,44.125,44.21875,43.96875,44.1875,105200
1993-05-19,24.830238342285156,45.03125,45.03125,43.84375,44.125,50200
1993-05-20,24.899160385131836,45.15625,45.15625,44.9375,45.03125,98200
1993-05-21,24.675146102905273,44.75,45.25,44.71875,45.1875,221400
1993-05-24,24.77853775024414,44.9375,45.09375,44.84375,44.84375,30500
1993-05-25,24.830238342285156,45.03125,45.125,45.03125,45.125,191800
1993-05-26,25.14040184020996,45.59375,45.625,45.125,45.15625,102400
1993-05-27,25.054235458374023,45.4375,45.65625,45.375,45.65625,53800
1993-05-28,24.93363380432129,45.21875,45.40625,45.0,45.40625,79100
1993-06-01,25.174875259399414,45.65625,45.8125,45.3125,45.375,28300
1993-06-02,25.14040184020996,45.59375,45.75,45.34375,45.53125,20300
1993-06-03,25.054235458374023,45.4375,45.5,45.34375,45.5,21600
1993-06-04,24.968093872070312,45.28125,45.3125,45.09375,45.3125,32000
