Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
1997-04-08,46.39541244506836,76.6875,76.78125,75.84375,76.125,1822700
1997-04-09,46.01731491088867,76.0625,77.046875,75.84375,77.0,2453200
1997-04-10,45.847164154052734,75.78125,76.546875,75.6875,76.09375,1996500
1997-04-11,44.391387939453125,73.375,75.3125,73.375,75.0625,4221600
1997-04-14,44.98691177368164,74.359375,74.453125,73.3125,73.734375,3988500
1997-04-15,45.75263977050781,75.625,75.640625,74.5,75.25,2760400
1997-04-16,46.282012939453125,76.5,76.609375,75.25,75.375,2273300
1997-04-17,46.092926025390625,76.1875,77.0,76.0,76.5,1386000
1997-04-18,46.31979751586914,76.5625,76.984375,76.25,76.8125,1702100
1997-04-21,46.01731491088867,76.0625,76.90625,75.46875,76.75,2809400
1997-04-22,47.02877426147461,77.734375,77.734375,76.0,76.109375,3215000
1997-04-23,47.07604217529297,77.8125,78.03125,77.1875,77.65625,2047700
1997-04-24,46.8397216796875,77.421875,78.28125,76.875,78.046875,2689900
1997-04-25,46.300907135009766,76.53125,77.203125,76.421875,77.0625,1606200
1997-04-28,46.7546272277832,77.28125,77.8125,76.375,76.5,1666500
1997-04-29,48.22932052612305,79.71875,79.78125,78.296875,78.59375,3197400
1997-04-30,48.45619583129883,80.09375,80.6875,79.21875,79.25,3372200
1997-05-01,48.399471282958984,80.0,80.53125,79.3125,80.21875,2149500
1997-05-02,49.269126892089844,81.4375,81.671875,80.0625,80.28125,1448300
1997-05-05,50.441322326660156,83.375,83.5625,81.296875,81.65625,3636200
1997-05-06,50.40351867675781,83.3125,83.46875,82.5,82.96875,1721100
1997-05-07,49.306976318359375,81.5,83.0,81.40625,83.0,2327200
1997-05-08,49.647247314453125,82.0625,83.21875,81.1875,81.3125,2923700
1997-05-09,49.98756790161133,82.625,83.125,81.65625,82.96875,2558200
1997-05-12,50.819461822509766,84.0,84.25,82.875,82.9375,2357900
1997-05-13,50.611473083496094,83.65625,84.09375,83.015625,83.9375,1195100
1997-05-14,50.70602035522461,83.8125,84.5,83.4375,84.234375,2772000
1997-05-15,51.04629898071289,84.375,84.59375,83.515625,83.8125,884100
1997-05-16,50.3468132019043,83.21875,84.3125,83.0,84.125,1934200
1997-05-19,50.49802780151367,83.46875,83.90625,83.0625,83.3125,1375800
1997-05-20,51.10300064086914,84.46875,84.6875,82.75,83.28125,1756400
1997-05-21,50.98960494995117,84.28125,84.984375,83.65625,84.6875,1208000
1997-05-22,50.819461822509766,84.0,84.46875,83.5625,84.375,907600
1997-05-23,51.29206085205078,84.78125,85.21875,84.15625,84.375,644400
1997-05-27,51.500064849853516,85.125,85.53125,84.265625,84.375,1531000
1997-05-28,51.490596771240234,85.109375,85.453125,84.515625,85.125,716700
1997-05-29,51.18807601928711,84.609375,85.25,84.5,85.09375,1282700
1997-05-30,51.518959045410156,85.15625,85.5625,83.125,83.21875,2143300
1997-06-02,51.29206085205078,84.78125,85.5,84.71875,85.34375,1479100
1997-06-03,51.12191390991211,84.5,85.4375,84.34375,84.40625,1562100
1997-06-04,51.065223693847656,84.40625,84.75,84.078125,84.53125,1063100
1997-06-05,51.25429916381836,84.71875,85.3125,84.421875,84.59375,1180800
1997-06-06,52.256309509277344,86.375,86.4375,84.59375,84.59375,1511100
1997-06-09,52.52098083496094,86.8125,86.875,86.34375,86.4375,1823400
1997-06-10,52.68169403076172,87.078125,87.40625,86.5,86.84375,1217500
1997-06-11,52.804588317871094,87.28125,87.40625,86.828125,87.0,1673800
1997-06-12,53.825504302978516,88.96875,89.0,87.5625,87.875,4273300
1997-06-13,54.27926254272461,89.71875,90.0,88.90625,89.0625,2132900
1997-06-16,54.29813003540039,89.75,90.0,89.46875,89.75,800400
1997-06-17,54.2225341796875,89.625,90.234375,88.9375,89.4375,2048100
1997-06-18,54.033447265625,89.3125,89.625,88.96875,89.125,1971900
1997-06-19,54.59122085571289,90.234375,90.5,89.375,89.609375,2029900
1997-06-20,54.40518569946289,89.578125,90.34375,89.5,89.9375,1396900
1997-06-23,53.08609390258789,87.40625,89.90625,87.34375,89.40625,3991500
1997-06-24,54.43367385864258,89.625,89.875,88.0,88.25,4895100
1997-06-25,54.05406951904297,89.0,90.25,87.9375,89.484375,4708900
1997-06-26,53.78837585449219,88.5625,89.625,87.6875,88.84375,2569900
1997-06-27,53.99714279174805,88.90625,89.71875,88.6875,88.96875,2617900
1997-06-30,53.636497497558594,88.3125,89.46875,87.875,88.90625,2384900
1997-07-01,54.26286697387695,89.34375,89.5625,88.390625,88.5,1749000
1997-07-02,55.15489196777344,90.8125,90.8125,89.21875,89.5625,1961800
1997-07-03,55.914085388183594,92.0625,92.15625,91.46875,91.875,2539100
1997-07-07,55.34469223022461,91.125,92.5,90.90625,92.375,1158600
1997-07-08,55.923545837402344,92.078125,92.1875,91.1875,91.25,3396500
1997-07-09,55.30672836303711,91.0625,92.375,90.03125,92.3125,5390300
1997-07-10,55.55345153808594,91.46875,91.84375,90.484375,91.125,2072200
1997-07-11,55.74327850341797,91.78125,92.1875,91.375,91.59375,2258900
1997-07-14,55.914085388183594,92.0625,92.3125,91.21875,91.890625,3186400
1997-07-15,56.198753356933594,92.53125,92.765625,91.46875,92.3125,2983100
1997-07-16,56.93895721435547,93.75,94.09375,92.890625,93.125,2621300
1997-07-17,56.65427780151367,93.28125,93.8125,92.78125,93.625,1794800
1997-07-18,55.44905471801758,91.296875,93.21875,91.0625,93.015625,3961900
1997-07-21,55.45857620239258,91.3125,91.59375,90.6875,91.28125,3810300
1997-07-22,56.92949676513672,93.734375,93.796875,91.625,91.6875,4243400
1997-07-23,56.882049560546875,93.65625,94.484375,93.53125,93.9375,3204300
1997-07-24,57.147762298583984,94.09375,94.265625,92.6875,93.9375,4152700
1997-07-25,57.10981369018555,94.03125,94.8125,93.625,94.5625,2364800
1997-07-28,57.071861267089844,93.96875,94.5625,93.5,94.25,2794700
1997-07-29,57.261627197265625,94.28125,94.46875,93.421875,93.625,2737100
1997-07-30,57.94489669799805,95.40625,95.625,94.40625,94.5,4839800
1997-07-31,57.88796615600586,95.3125,96.03125,95.03125,95.40625,2138700
1997-08-01,57.66023635864258,94.9375,95.71875,93.8125,95.5,7077700
1997-08-04,57.81205368041992,95.1875,95.546875,94.40625,94.78125,2339500
1997-08-05,57.849998474121094,95.25,95.6875,94.90625,95.09375,1466700
1997-08-06,58.32448196411133,96.03125,96.53125,95.0625,95.4375,2478200
1997-08-07,57.88796615600586,95.3125,96.625,95.125,96.5,3641900
1997-08-08,56.71122741699219,93.375,94.75,92.40625,94.3125,7113100
1997-08-11,57.1287841796875,94.0625,94.28125,92.625,93.75,6355900
1997-08-12,56.217777252197266,92.5625,94.546875,92.46875,94.21875,6132500
1997-08-13,56.046939849853516,92.28125,93.84375,91.46875,93.6875,6982300
1997-08-14,56.25571823120117,92.625,93.3125,91.71875,93.09375,3462700
1997-08-15,54.528587341308594,89.78125,92.125,89.625,92.125,4907100
1997-08-18,55.74327850341797,91.78125,91.78125,89.34375,90.375,5638900
1997-08-19,56.388553619384766,92.84375,92.90625,91.53125,92.21875,3802800
1997-08-20,57.24266052246094,94.25,94.3125,92.609375,92.9375,3564600
1997-08-21,56.23672103881836,92.59375,94.25,92.09375,94.125,5392600
1997-08-22,56.217777252197266,92.5625,92.734375,90.5625,91.0,8087800
1997-08-25,56.00899124145508,92.21875,93.40625,91.84375,92.78125,3888000
1997-08-26,55.18337631225586,90.859375,92.5625,90.703125,92.0,4290000
1997-08-27,55.51552200317383,91.40625,91.96875,90.40625,91.0,5484300
1997-08-28,54.6709098815918,90.015625,91.9375,90.0,91.1875,4287900
1997-08-29,54.889156341552734,90.375,91.109375,89.71875,90.125,2652300
1997-09-02,56.673248291015625,93.3125,93.359375,90.59375,90.6875,7294000
1997-09-03,56.36958694458008,92.8125,94.0,92.75,93.296875,2812500
1997-09-04,56.730220794677734,93.40625,93.71875,92.75,93.0625,2473700
1997-09-05,56.568878173828125,93.140625,94.4375,92.59375,93.96875,3663300
1997-09-08,56.815608978271484,93.546875,94.0,93.3125,93.71875,803500
1997-09-09,56.84408187866211,93.59375,94.28125,92.90625,93.21875,1885200
1997-09-10,55.66732406616211,91.65625,93.5,91.65625,93.125,3623700
1997-09-11,55.38264465332031,91.1875,91.90625,90.25,91.78125,7055900
1997-09-12,56.274715423583984,92.65625,92.96875,90.9375,92.0,6708000
1997-09-15,56.179779052734375,92.5,93.3125,92.1875,92.65625,2060500
1997-09-16,57.584312438964844,94.8125,95.28125,93.03125,93.3125,6979000
1997-09-17,57.584312438964844,94.8125,95.5,94.5,95.375,2220000
1997-09-18,57.83102798461914,95.21875,96.375,94.96875,95.0,5045400
1997-09-19,57.92885971069336,95.03125,95.359375,94.40625,94.65625,1566400
1997-09-22,58.252723693847656,95.5625,96.203125,95.21875,95.5,3259000
1997-09-23,57.985992431640625,95.125,95.703125,94.75,95.5625,1872800
1997-09-24,57.50974655151367,94.34375,96.109375,94.28125,95.375,2793100
1997-09-25,57.1097526550293,93.6875,94.75,93.625,94.25,6327800
1997-09-26,57.585975646972656,94.46875,94.8125,94.1875,94.4375,3995800
1997-09-29,58.138423919677734,95.375,95.5625,94.15625,94.5,2065000
1997-09-30,57.528846740722656,94.375,95.6875,94.375,95.0,4137600
1997-10-01,58.290767669677734,95.625,95.8125,94.78125,95.25,3567500
1997-10-02,58.61464309692383,96.15625,96.1875,95.3125,95.53125,2577500
1997-10-03,58.909873962402344,96.640625,97.75,95.34375,97.46875,6499900
1997-10-06,59.300392150878906,97.28125,97.609375,96.90625,97.3125,2272100
1997-10-07,59.85285186767578,98.1875,98.5,97.203125,97.53125,1832800
1997-10-08,59.43375778198242,97.5,98.375,96.734375,98.359375,4439400
1997-10-09,59.2242431640625,97.15625,97.609375,96.21875,96.78125,3607600
1997-10-10,59.05276870727539,96.875,96.984375,96.25,96.3125,2858100
1997-10-13,59.10990905761719,96.96875,97.546875,96.71875,97.34375,1760300
1997-10-14,59.12896728515625,97.0,97.5,96.1875,97.46875,2235700
1997-10-15,58.99558639526367,96.78125,97.0625,96.28125,96.3125,2601700
1997-10-16,58.062191009521484,95.25,97.5,95.0,97.3125,9488100
1997-10-17,57.4716796875,94.28125,95.375,93.0,95.015625,8151300
1997-10-20,58.290767669677734,95.625,95.75,94.15625,94.84375,3636400
1997-10-21,59.424217224121094,97.484375,97.5,96.03125,96.21875,5225400
1997-10-22,59.03369903564453,96.84375,97.390625,96.53125,97.34375,4485200
1997-10-23,57.87173080444336,94.9375,95.75,94.28125,94.9375,8054100
1997-10-24,57.30024337768555,94.0,96.15625,93.671875,96.15625,6778700
1997-10-27,53.14750289916992,87.1875,93.9375,86.84375,93.015625,10840700
1997-10-28,56.21443557739258,92.21875,92.875,84.375,84.375,19548000
1997-10-29,56.06205368041992,91.96875,93.75,91.28125,92.5,10134400
1997-10-30,54.82383346557617,89.9375,92.5625,89.75,90.625,9772900
1997-10-31,56.11920166015625,92.0625,92.5,90.4375,91.8125,7072700
1997-11-03,57.30024337768555,94.0,94.375,92.875,93.1875,5548500
1997-11-04,57.30024337768555,94.0,94.4375,93.28125,93.875,3455700
1997-11-05,57.49073028564453,94.3125,95.28125,93.84375,94.1875,4774900
1997-11-06,57.27162170410156,93.953125,94.34375,93.5,94.03125,3679800
1997-11-07,56.652549743652344,92.9375,93.25,91.4375,92.375,10606800
1997-11-10,56.30970764160156,92.375,93.84375,92.0,93.625,4347900
1997-11-11,56.3287353515625,92.40625,93.0625,92.03125,92.6875,3212400
1997-11-12,55.166717529296875,90.5,92.71875,90.375,91.625,6775300
1997-11-13,55.966800689697266,91.8125,92.15625,90.09375,91.46875,8589600
1997-11-14,56.72877883911133,93.0625,93.390625,91.609375,92.3125,5827900
1997-11-17,57.77644729614258,94.78125,95.3125,94.03125,94.375,5149900
1997-11-18,57.41455078125,94.1875,95.09375,93.890625,94.8125,3433600
1997-11-19,57.70028305053711,94.65625,95.0625,92.75,93.6875,4387900
1997-11-20,58.57651901245117,96.09375,96.53125,95.28125,95.3125,4822700
1997-11-21,58.97658157348633,96.75,96.8125,95.65625,96.625,5436500
1997-11-24,57.909812927246094,95.0,96.34375,94.625,96.0,4337200
1997-11-25,58.062191009521484,95.25,95.8125,94.65625,95.625,4525000
1997-11-26,58.2336540222168,95.53125,95.984375,95.3125,95.875,2681100
1997-11-28,58.290767669677734,95.625,96.25,95.59375,95.75,1564700
1997-12-01,59.795711517333984,98.09375,98.09375,96.03125,96.21875,4850900
1997-12-02,59.43375778198242,97.5,97.984375,97.25,97.6875,1974900
1997-12-03,59.60517883300781,97.78125,98.53125,96.875,97.625,3302500
1997-12-04,59.548057556152344,97.6875,98.71875,97.375,98.5,2872500
1997-12-05,60.30999755859375,98.9375,99.0,97.125,97.375,3458800
1997-12-08,60.13857650756836,98.65625,99.0,98.25,98.96875,2289200
1997-12-09,59.77663040161133,98.0625,98.59375,97.625,98.21875,1703000
1997-12-10,59.262325286865234,97.21875,97.84375,96.46875,97.5625,3558400
1997-12-11,58.252723693847656,95.5625,96.59375,95.3125,96.3125,5072800
1997-12-12,58.36698913574219,95.75,96.5,94.90625,96.4375,4478400
1997-12-15,58.95753860473633,96.71875,97.109375,95.875,96.25,4674700
1997-12-16,59.319480895996094,97.3125,97.8125,96.875,97.21875,2885800
1997-12-17,59.01469039916992,96.8125,97.875,96.703125,97.84375,2236300
1997-12-18,58.44319152832031,95.875,96.9375,95.21875,96.9375,4658300
1997-12-19,58.0063591003418,94.78125,95.875,92.375,94.53125,8556000
1997-12-22,58.37929153442383,95.390625,95.90625,94.5625,95.4375,5136800
1997-12-23,57.337013244628906,93.6875,95.625,93.53125,95.4375,4436500
1997-12-24,57.16490173339844,93.40625,94.4375,93.25,94.4375,2019200
1997-12-26,57.39439010620117,93.78125,94.125,93.40625,94.125,941800
1997-12-29,58.52272415161133,95.625,95.71875,94.4375,94.59375,2080000
1997-12-30,59.440731048583984,97.125,97.25,95.84375,95.9375,3616000
1997-12-31,59.40251541137695,97.0625,97.625,96.6875,96.875,4359500
1998-01-02,59.708492279052734,97.5625,97.65625,96.53125,97.3125,2360900
1998-01-05,59.84237289428711,97.78125,98.4375,96.78125,97.84375,4191800
1998-01-06,58.88612747192383,96.21875,97.28125,96.1875,97.25,3154900
1998-01-07,59.03911209106445,96.46875,96.71875,95.21875,96.09375,4424200
1998-01-08,58.52272415161133,95.625,96.3125,95.375,96.3125,3831000
1998-01-09,56.4954948425293,92.3125,95.5,91.90625,95.25,10258800
1998-01-12,57.528263092041016,94.0,94.1875,90.90625,91.125,12097900
1998-01-13,58.33147430419922,95.3125,95.375,94.21875,94.625,5224900
1998-01-14,58.599246978759766,95.75,95.96875,94.71875,95.6875,3770400
1998-01-15,58.1115837097168,94.953125,95.75,94.8125,95.5,2875400
1998-01-16,58.94350814819336,96.3125,96.6875,95.65625,96.25,4374800
1998-01-20,59.89976501464844,97.875,98.015625,96.5,96.6875,5091700
1998-01-21,59.32599639892578,96.9375,97.6875,96.15625,97.21875,4699400
1998-01-22,58.80008316040039,96.078125,96.875,95.875,96.15625,4543400
1998-01-23,58.71397399902344,95.9375,96.78125,95.0,96.5,6350300
1998-01-26,58.6757698059082,95.875,96.734375,95.40625,96.375,4362900
1998-01-27,59.268611907958984,96.84375,97.5,95.65625,95.8125,7044200
1998-01-28,59.80412673950195,97.71875,98.109375,97.1875,97.40625,4268600
1998-01-29,60.129241943359375,98.25,99.5625,97.5625,97.84375,8007700
1998-01-30,60.1674919128418,98.3125,98.96875,98.0,98.78125,3649100
1998-02-02,61.16200256347656,99.9375,100.5,99.75,99.90625,5756300
1998-02-03,61.62103271484375,100.6875,100.8125,99.71875,100.0,2759600
1998-02-04,61.54449462890625,100.5625,101.15625,99.9375,100.28125,3374000
1998-02-05,61.5062255859375,100.5,101.59375,100.03125,101.3125,5076200
1998-02-06,62.19480514526367,101.625,101.625,100.6875,101.0,5701200
1998-02-09,61.98439407348633,101.28125,101.75,100.71875,101.71875,2322200
1998-02-10,62.577293395996094,102.25,102.46875,101.1875,101.4375,3660400
1998-02-11,62.519893646240234,102.15625,102.34375,101.703125,102.09375,4073200
1998-02-12,62.787654876708984,102.59375,102.9375,100.875,101.71875,5024700
1998-02-13,62.42428207397461,102.0,102.515625,101.875,102.1875,2101300
1998-02-17,62.730281829833984,102.5,103.09375,102.15625,102.8125,3055500
1998-02-18,63.30400466918945,103.4375,103.484375,102.28125,102.3125,3007400
1998-02-19,62.96934509277344,102.890625,103.40625,102.75,103.25,3387800
1998-02-20,63.437896728515625,103.65625,103.71875,102.375,103.15625,3707000
1998-02-23,63.68653869628906,104.0625,104.25,103.34375,104.25,3227800
1998-02-24,63.189266204833984,103.25,104.09375,102.9375,103.90625,3386800
1998-02-25,63.97336959838867,104.53125,104.875,103.625,103.75,3481800
1998-02-26,64.33678436279297,105.125,105.21875,104.1875,104.4375,3187600
1998-02-27,64.33678436279297,105.125,105.53125,104.53125,104.96875,3442900
1998-03-02,64.2029037475586,104.90625,105.75,104.625,105.25,4252300
1998-03-03,64.56629180908203,105.5,105.625,104.53125,104.53125,3349200
1998-03-04,64.1455307006836,104.8125,105.40625,104.4375,105.09375,4404100
1998-03-05,63.55268478393555,103.84375,104.4375,103.15625,103.5,7268000
1998-03-06,64.83403778076172,105.9375,105.9375,104.4375,104.5625,6896300
1998-03-09,64.60454559326172,105.5625,106.21875,105.25,105.53125,3362800
1998-03-10,65.21652221679688,106.5625,106.84375,105.9375,106.21875,5481900
1998-03-11,65.52254486083984,107.0625,107.3125,106.78125,106.96875,3439600
1998-03-12,65.79029083251953,107.5,107.59375,106.5,107.09375,3191300
1998-03-13,65.5416488647461,107.09375,108.0,106.875,107.84375,2879400
1998-03-16,66.2492904663086,108.25,108.375,107.53125,107.84375,3223600
1998-03-17,66.44053649902344,108.5625,108.5625,107.65625,108.3125,4581900
1998-03-18,66.68915557861328,108.96875,108.96875,108.03125,108.25,1944100
1998-03-19,66.86128997802734,109.25,109.375,108.65625,108.96875,2554800
1998-03-20,67.43696594238281,109.875,110.1875,108.875,109.5625,3123300
1998-03-23,67.2835693359375,109.625,110.3125,109.40625,109.71875,4453100
1998-03-24,67.85897064208984,110.5625,110.8125,109.9375,110.0625,3333600
1998-03-25,67.60962677001953,110.15625,111.53125,109.1875,111.40625,4597600
1998-03-26,67.57127380371094,110.09375,110.75,109.625,109.875,3333500
1998-03-27,67.2835693359375,109.625,110.78125,109.0,110.75,2611300
1998-03-30,67.24518585205078,109.5625,110.09375,108.96875,109.625,3108700
1998-03-31,67.47539520263672,109.9375,111.1875,109.75,110.15625,5926500
1998-04-01,68.02201080322266,110.828125,111.078125,109.40625,110.3125,2929000
1998-04-02,68.7603988647461,112.03125,112.25,110.75,110.9375,3920900
1998-04-03,69.10564422607422,112.59375,112.8125,111.84375,112.34375,3787600
1998-04-06,68.54944610595703,111.6875,113.375,111.6875,113.25,4550500
1998-04-07,68.0890884399414,110.9375,111.9375,110.15625,111.75,5583700
1998-04-08,67.70552062988281,110.3125,111.28125,109.75,111.21875,4854800
1998-04-09,68.24256896972656,111.1875,111.28125,110.53125,110.5625,4481200
1998-04-13,68.0507583618164,110.875,111.375,110.0,111.375,4350200
1998-04-14,68.62616729736328,111.8125,111.8125,110.90625,111.125,3279100
1998-04-15,68.8179702758789,112.125,112.125,111.15625,111.96875,3867200
1998-04-16,68.0124282836914,110.8125,111.5,110.5,111.3125,7177900
1998-04-17,68.9138412475586,112.28125,112.4375,110.4375,110.71875,5688800
1998-04-20,68.8946533203125,112.25,112.5625,111.875,112.0,3688300
1998-04-21,69.22073364257812,112.78125,113.15625,111.90625,112.4375,4573200
1998-04-22,69.41253662109375,113.09375,113.4375,112.8125,112.875,2386100
1998-04-23,68.74122619628906,112.0,113.0,111.75,112.625,5062000
1998-04-24,68.0124282836914,110.8125,112.46875,110.34375,111.75,11039700
1998-04-27,66.72733306884766,108.71875,109.6875,107.625,109.375,14510200
1998-04-28,66.63141632080078,108.5625,109.8125,108.125,109.78125,6511400
1998-04-29,67.09174346923828,109.3125,109.96875,108.4375,109.03125,7703100
1998-04-30,68.33847045898438,111.34375,111.921875,110.40625,110.5625,8684500
1998-05-01,69.10564422607422,112.59375,112.59375,111.3125,111.75,4008800
1998-05-04,68.93303680419922,112.3125,113.3125,112.15625,112.71875,4537200
1998-05-05,68.45350646972656,111.53125,112.15625,111.125,112.0,5146400
1998-05-06,67.64796447753906,110.21875,112.125,110.1875,112.125,5526100
1998-05-07,67.11096954345703,109.34375,110.5625,109.34375,110.5,6940400
1998-05-08,68.20417022705078,111.125,111.375,110.0,110.0,7951000
1998-05-11,67.97401428222656,110.75,112.21875,110.375,111.5625,6336300
1998-05-12,68.70286560058594,111.9375,111.96875,110.34375,110.8125,6045200
1998-05-13,68.87550354003906,112.21875,112.5625,111.59375,112.0625,4441500
1998-05-14,68.5302505493164,111.65625,112.6875,111.34375,111.53125,4187500
1998-05-15,68.14662170410156,111.03125,112.21875,110.8125,112.0,6716100
1998-05-18,67.8781967163086,110.59375,111.59375,109.828125,110.71875,4847200
1998-05-19,68.33847045898438,111.34375,111.6875,110.78125,111.0,5918700
1998-05-20,68.99059295654297,112.40625,112.5,110.875,112.09375,5716600
1998-05-21,68.54944610595703,111.6875,112.78125,111.3125,112.375,6301500
1998-05-22,68.28095245361328,111.25,112.0625,110.9375,111.75,4862200
1998-05-26,67.18770599365234,109.46875,112.09375,109.1875,112.09375,6899300
1998-05-27,67.2835693359375,109.625,109.90625,107.578125,108.53125,10202600
1998-05-28,67.59041595458984,110.125,110.375,109.0625,109.875,4907600
1998-05-29,66.91915130615234,109.03125,110.8125,109.03125,110.625,4772600
1998-06-01,67.22601318359375,109.53125,110.21875,108.5625,108.96875,6092200
1998-06-02,67.2835693359375,109.625,110.34375,109.15625,110.0,6701100
1998-06-03,66.20951080322266,107.875,110.1875,107.875,109.875,6445100
1998-06-04,67.43696594238281,109.875,110.0625,108.0625,108.25,6566300
1998-06-05,68.74122619628906,112.0,112.0,109.875,110.375,8463200
1998-06-08,68.66453552246094,111.875,112.46875,111.65625,111.9375,4159900
1998-06-09,68.87550354003906,112.21875,112.421875,111.40625,111.71875,2725300
1998-06-10,68.43431854248047,111.5,113.0625,111.25,111.625,6186900
1998-06-11,67.14930725097656,109.40625,111.875,109.375,111.4375,8056600
1998-06-12,67.78221130371094,110.4375,110.4375,108.25,109.875,9779000
1998-06-15,65.99848175048828,107.53125,109.90625,107.5,108.8125,10234200
1998-06-16,67.01502990722656,109.1875,109.21875,107.75,108.40625,7471500
1998-06-17,68.41519927978516,111.46875,111.78125,109.9375,110.15625,12057700
1998-06-18,68.10832977294922,110.96875,111.4375,110.75,111.1875,3844600
1998-06-19,67.76705932617188,110.0625,111.234375,109.625,111.0625,3549100
1998-06-22,68.09419250488281,110.59375,111.0625,110.0625,110.25,5438300
1998-06-23,68.9022445678711,111.90625,112.0625,111.0,111.09375,5004600
1998-06-24,69.82581329345703,113.40625,113.6875,111.609375,112.15625,8291900
1998-06-25,69.71039581298828,113.21875,114.4375,112.8125,113.90625,5854800
1998-06-26,69.99897766113281,113.6875,113.84375,113.125,113.3125,4833100
1998-06-29,70.2491226196289,114.09375,114.6875,113.796875,114.25,5953400
1998-06-30,69.76812744140625,113.3125,114.1875,113.0625,113.90625,4284800
1998-07-01,70.57621002197266,114.625,114.9375,113.625,114.0625,3489500
1998-07-02,70.71092224121094,114.84375,114.875,114.25,114.71875,3503900
1998-07-06,71.42283630371094,116.0,116.0,114.5625,114.78125,3144400
1998-07-07,71.28814697265625,115.78125,116.125,115.28125,115.984375,4920700
1998-07-08,71.80764770507812,116.625,116.9375,115.75,115.875,6875000
1998-07-09,71.32665252685547,115.84375,116.71875,115.625,116.28125,6942500
1998-07-10,71.71148681640625,116.46875,116.9375,115.0625,116.03125,7849700
1998-07-13,71.73069763183594,116.5,116.84375,116.0625,116.5625,6555100
1998-07-14,72.53882598876953,117.8125,118.15625,116.9375,116.9375,6983600
1998-07-15,72.40418243408203,117.59375,118.28125,117.53125,118.0625,4977500
1998-07-16,72.9043960571289,118.40625,118.59375,117.0625,117.6875,6315600
1998-07-17,73.0006103515625,118.5625,119.0,118.3125,118.625,3539500
1998-07-20,73.0006103515625,118.5625,119.234375,117.9375,118.75,2338400
1998-07-21,71.73069763183594,116.5,119.0,116.28125,119.0,5518600
1998-07-22,71.73069763183594,116.5,116.984375,115.53125,116.34375,10417300
1998-07-23,70.30683898925781,114.1875,116.59375,113.90625,116.3125,15110900
1998-07-24,70.2491226196289,114.09375,115.09375,112.875,114.96875,11540500
1998-07-27,70.7493667602539,114.90625,115.0,112.84375,113.625,9600000
1998-07-28,69.55648803710938,112.96875,114.65625,111.875,114.4375,13693000
1998-07-29,69.2870864868164,112.53125,114.125,112.25,113.71875,7462400
1998-07-30,70.32611083984375,114.21875,114.59375,113.40625,113.625,6821600
1998-07-31,68.82528686523438,111.78125,114.5,111.3125,114.34375,7680500
1998-08-03,68.53668975830078,111.3125,112.421875,111.03125,111.78125,10486500
1998-08-04,65.88140106201172,107.0,112.21875,107.0,112.21875,15091600
1998-08-05,66.78575134277344,108.46875,108.875,105.59375,107.9375,21718400
1998-08-06,67.07434844970703,108.9375,109.5,107.5625,108.125,13084400
1998-08-07,67.18982696533203,109.125,110.59375,108.46875,109.6875,12083800
1998-08-10,66.8050308227539,108.5,109.65625,108.1875,108.75,6273000
1998-08-11,65.80443572998047,106.875,107.4375,105.5,106.78125,14287100
1998-08-12,66.92041015625,108.6875,108.875,107.5,107.75,11158400
1998-08-13,66.11231231689453,107.375,109.65625,107.375,108.8125,9073900
1998-08-14,65.34268951416016,106.125,108.71875,105.78125,108.34375,8628500
1998-08-17,66.72803497314453,108.375,108.9375,105.5,106.0,11290000
1998-08-18,67.95945739746094,110.375,110.59375,108.78125,109.0,7603900
1998-08-19,67.78630065917969,110.09375,111.09375,109.625,111.09375,6258600
1998-08-20,67.38223266601562,109.4375,110.40625,109.15625,109.6875,7402800
1998-08-21,66.84345245361328,108.5625,108.71875,105.5,108.1875,16685400
1998-08-24,67.26677703857422,109.25,109.9375,108.3125,109.25,7201700
1998-08-25,67.42073059082031,109.5,111.25,108.640625,110.375,9688300
1998-08-26,67.03587341308594,108.875,109.625,107.75,108.28125,9339700
1998-08-27,63.88036346435547,103.75,107.5625,103.46875,107.0,24887800
1998-08-28,63.64947509765625,103.375,105.71875,102.15625,104.96875,23735900
1998-08-31,59.10857391357422,96.0,104.015625,95.0,103.75,22563100
1998-09-01,61.609901428222656,100.0625,100.5625,93.625,96.0625,24748500
1998-09-02,61.167362213134766,99.34375,101.75,98.78125,99.8125,13843200
1998-09-03,60.68631362915039,98.5625,99.375,96.75,97.625,17311300
1998-09-04,60.18609619140625,97.75,99.8125,95.75,99.4375,17783800
1998-09-08,63.418556213378906,103.0,103.0,99.8125,100.875,14746500
1998-09-09,61.8792724609375,100.5,103.125,100.4375,102.75,12109700
1998-09-10,60.6478385925293,98.5,99.34375,96.8125,98.4375,19889300
1998-09-11,62.610443115234375,101.6875,101.6875,97.0,98.1875,20379800
1998-09-14,63.68791961669922,103.4375,104.453125,102.09375,102.875,10686800
1998-09-15,64.07274627685547,104.0625,104.3125,102.28125,102.875,8337900
1998-09-16,64.64998626708984,105.0,105.25,103.15625,104.75,11024900
1998-09-17,62.8028450012207,102.0,103.03125,101.78125,102.25,12945200
1998-09-18,63.08256912231445,102.09375,102.40625,101.09375,102.375,7019200
1998-09-21,63.04396438598633,102.03125,103.40625,98.9375,99.625,8834600
1998-09-22,63.565303802490234,102.875,103.65625,102.15625,103.5,7270100
